name,version,license,classification,direct_dependency,integrity,resolved
prettier-plugin-svelte,3.5.1,MIT,development,yes,sha512-65+fr5+cgIKWKiqM1Doum4uX6bY8iFCdztvvp2RcF+AJoieaw9kJOFMNcJo/bkmKYsxFaM9OsVZK/gWauG/5mg==,https://registry.npmjs.org/prettier-plugin-svelte/-/prettier-plugin-svelte-3.5.1.tgz
prettier-plugin-tailwindcss,0.7.2,MIT,development,yes,sha512-LkphyK3Fw+q2HdMOoiEHWf93fNtYJwfamoKPl7UwtjFQdei/iIBoX11G6j706FzN3ymX9mPVi97qIY8328vdnA==,https://registry.npmjs.org/prettier-plugin-tailwindcss/-/prettier-plugin-tailwindcss-0.7.2.tgz
punycode,2.3.1,MIT,development,no,sha512-vYt7UD1U9Wg6138shLtLOvdAu+8DsC/ilFtEVHcH+wydcSpNE20AfSOduf6MkRFahL5FY7X1oU7nKVZFtfq8Fg==,https://registry.npmjs.org/punycode/-/punycode-2.3.1.tgz
readdirp,4.1.2,MIT,development,no,sha512-GDhwkLfywWL2s6vEjyhri+eXmfH6j1L7JE27WhqLeYzoh/A3DBaYGEj2H/HFZCn/kMfim73FXxEJTw06WtxQwg==,https://registry.npmjs.org/readdirp/-/readdirp-4.1.2.tgz
resolve,1.22.12,MIT,development,no,sha512-TyeJ1zif53BPfHootBGwPRYT1RUt6oGWsaQr8UyZW/eAm9bKoijtvruSDEmZHm92CwS9nj7/fWttqPCgzep8CA==,https://registry.npmjs.org/resolve/-/resolve-1.22.12.tgz
resolve-pkg-maps,1.0.0,MIT,development,no,sha512-seS2Tj26TBVOC2NIc2rOe2y2ZO7efxITtLZcGSOnHHNOQ7CkiUBfw0Iw2ck6xkIhPwLhKNLS8BO+hEpngQlqzw==,https://registry.npmjs.org/resolve-pkg-maps/-/resolve-pkg-maps-1.0.0.tgz
rollup,4.60.0,MIT,development,no,sha512-yqjxruMGBQJ2gG4HtjZtAfXArHomazDHoFwFFmZZl0r7Pdo7qCIXKqKHZc8yeoMgzJJ+pO6pEEHa+V7uzWlrAQ==,https://registry.npmjs.org/rollup/-/rollup-4.60.0.tgz
sade,1.8.1,MIT,development,no,sha512-xal3CZX1Xlo/k4ApwCFrHVACi9fBqJ7V+mwhBsuf/1IOKbBy098Fex+Wa/5QMubw09pSZ/u8EY8PWgevJsXp1A==,https://registry.npmjs.org/sade/-/sade-1.8.1.tgz
semver,7.7.4,ISC,development,no,sha512-vFKC2IEtQnVhpT78h1Yp8wzwrf8CM+MzKMHGJZfBtzhZNycRFnXsHk6E5TxIkkMsgNS7mdX3AGB7x2QM2di4lA==,https://registry.npmjs.org/semver/-/semver-7.7.4.tgz
set-cookie-parser,3.1.0,MIT,development,no,sha512-kjnC1DXBHcxaOaOXBHBeRtltsDG2nUiUni+jP92M9gYdW12rsmx92UsfpH7o5tDRs7I1ZZPSQJQGv3UaRfCiuw==,https://registry.npmjs.org/set-cookie-parser/-/set-cookie-parser-3.1.0.tgz
shebang-command,2.0.0,MIT,development,no,sha512-kHxr2zZpYtdmrN1qDjrrX/Z1rR1kG8Dx+gkpK1G4eXmvXswmcE1hTWBWYUzlraYw1/yZp6YuDY77YtvbN0dmDA==,https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz
shebang-regex,3.0.0,MIT,development,no,sha512-7++dFhtcx3353uBaq8DDR4NuxBetBzC7ZQOhmTQInHEd6bSrXdiEyzCvG07Z44UYdLShWUyXt5M/yhz8ekcb1A==,https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz
sirv,3.0.2,MIT,development,no,sha512-2wcC/oGxHis/BoHkkPwldgiPSYcpZK3JU28WoMVv55yHJgcZ8rlXvuG9iZggz+sU1d4bRgIGASwyWqjxu3FM0g==,https://registry.npmjs.org/sirv/-/sirv-3.0.2.tgz
source-map-js,1.2.1,BSD-3-Clause,development,no,sha512-UXWMKhLOwVKb728IUtQPXxfYU+usdybtUrK/8uGE8CQMvrhOpwvzDBwj0QhSL7MQc7vIsISBG8VQ8+IDQxpfQA==,https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz
supports-preserve-symlinks-flag,1.0.0,MIT,development,no,sha512-ot0WnXS9fgdkgIcePe6RHNk1WA8+muPa6cSjeR3V8K27q9BB1rTE3R1p7Hv0z1ZyAc8s6Vvv8DIyWf681MAt0w==,https://registry.npmjs.org/supports-preserve-symlinks-flag/-/supports-preserve-symlinks-flag-1.0.0.tgz
svelte,5.55.0,MIT,development,yes,sha512-SThllKq6TRMBwPtat7ASnm/9CDXnIhBR0NPGw0ujn2DVYx9rVwsPZxDaDQcYGdUz/3BYVsCzdq7pZarRQoGvtw==,https://registry.npmjs.org/svelte/-/svelte-5.55.0.tgz
svelte-check,4.4.5,MIT,development,yes,sha512-1bSwIRCvvmSHrlK52fOlZmVtUZgil43jNL/2H18pRpa+eQjzGt6e3zayxhp1S7GajPFKNM/2PMCG+DZFHlG9fw==,https://registry.npmjs.org/svelte-check/-/svelte-check-4.4.5.tgz
svelte-eslint-parser,1.6.0,MIT,development,no,sha512-qoB1ehychT6OxEtQAqc/guSqLS20SlA53Uijl7x375s8nlUT0lb9ol/gzraEEatQwsyPTJo87s2CmKL9Xab+Uw==,https://registry.npmjs.org/svelte-eslint-parser/-/svelte-eslint-parser-1.6.0.tgz
tailwindcss,4.2.2,MIT,development,yes,sha512-KWBIxs1Xb6NoLdMVqhbhgwZf2PGBpPEiwOqgI4pFIYbNTfBXiKYyWoTsXgBQ9WFg/OlhnvHaY+AEpW7wSmFo2Q==,https://registry.npmjs.org/tailwindcss/-/tailwindcss-4.2.2.tgz
tapable,2.3.2,MIT,development,no,sha512-1MOpMXuhGzGL5TTCZFItxCc0AARf1EZFQkGqMm7ERKj8+Hgr5oLvJOVFcC+lRmR8hCe2S3jC4T5D7Vg/d7/fhA==,https://registry.npmjs.org/tapable/-/tapable-2.3.2.tgz
tinyglobby,0.2.15,MIT,development,no,sha512-j2Zq4NyQYG5XMST4cbs02Ak8iJUdxRM0XI5QyxXuZOzKOINmWurp3smXu3y5wDcJrptwpSjgXHzIQxR0omXljQ==,https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.15.tgz
totalist,3.0.1,MIT,development,no,sha512-sf4i37nQ2LBx4m3wB74y+ubopq6W/dIzXg0FDGjsYnZHVa1Da8FH853wlL2gtUhg+xJXjfk3kUZS3BRoQeoQBQ==,https://registry.npmjs.org/totalist/-/totalist-3.0.1.tgz
ts-api-utils,2.5.0,MIT,development,no,sha512-OJ/ibxhPlqrMM0UiNHJ/0CKQkoKF243/AEmplt3qpRgkW8VG7IfOS41h7V8TjITqdByHzrjcS/2si+y4lIh8NA==,https://registry.npmjs.org/ts-api-utils/-/ts-api-utils-2.5.0.tgz
tslib,2.8.1,0BSD,development,no,sha512-oJFu94HQb+KVduSUQL7wnpmqnfmLsOA/nAh6b6EH0wCEoK0/mPeXU6c3wKDV83MkOuHPRHtSXKKU99IBazS/2w==,https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz
tsx,4.21.0,MIT,development,yes,sha512-5C1sg4USs1lfG0GFb2RLXsdpXqBSEhAaA/0kPL01wxzpMqLILNxIxIOKiILz+cdg/pLnOUxFYOR5yhHU666wbw==,https://registry.npmjs.org/tsx/-/tsx-4.21.0.tgz
type-check,0.4.0,MIT,development,no,sha512-XleUoc9uwGXqjWwXaUTZAmzMcFZ5858QA2vvx1Ur5xIcixXIP+8LnFDgRplU30us6teqdlskFfu+ae4K79Ooew==,https://registry.npmjs.org/type-check/-/type-check-0.4.0.tgz
typescript,5.9.3,Apache-2.0,development,yes,sha512-jl1vZzPDinLr9eUt3J/t7V6FgNEw9QjvBPdysz9KfQDD41fQrC2Y4vKQdiaUpFT4bXlb1RHhLpp8wtm6M5TgSw==,https://registry.npmjs.org/typescript/-/typescript-5.9.3.tgz
typescript-eslint,8.57.2,MIT,development,yes,sha512-VEPQ0iPgWO/sBaZOU1xo4nuNdODVOajPnTIbog2GKYr31nIlZ0fWPoCQgGfF3ETyBl1vn63F/p50Um9Z4J8O8A==,https://registry.npmjs.org/typescript-eslint/-/typescript-eslint-8.57.2.tgz
undici-types,7.16.0,MIT,development,no,sha512-Zz+aZWSj8LE6zoxD+xrjh4VfkIG8Ya6LvYkZqtUQGJPZjYl53ypCaUwWqo7eI0x66KBGeRo+mlBEkMSeSZ38Nw==,https://registry.npmjs.org/undici-types/-/undici-types-7.16.0.tgz
uri-js,4.4.1,BSD-2-Clause,development,no,sha512-7rKUyy33Q1yc98pQ1DAmLtwX109F7TIfWlW1Ydo8Wl1ii1SeHieeh0HHfPeL2fMXK6z0s8ecKs9frCuLJvndBg==,https://registry.npmjs.org/uri-js/-/uri-js-4.4.1.tgz
util-deprecate,1.0.2,MIT,development,no,sha512-EPD5q1uXyFxJpCrLnCc1nHnq3gOa6DZBocAIiI2TaSCA7VCJ1UJDMagCzIkXNsUYfD1daK//LTEQ8xiIbrHtcw==,https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz
vite,7.3.1,MIT,development,yes,sha512-w+N7Hifpc3gRjZ63vYBXA56dvvRlNWRczTdmCBBa+CotUzAPf5b7YMdMR/8CQoeYE5LX3W4wj6RYTgonm1b9DA==,https://registry.npmjs.org/vite/-/vite-7.3.1.tgz
vitefu,1.1.2,MIT,development,no,sha512-zpKATdUbzbsycPFBN71nS2uzBUQiVnFoOrr2rvqv34S1lcAgMKKkjWleLGeiJlZ8lwCXvtWaRn7R3ZC16SYRuw==,https://registry.npmjs.org/vitefu/-/vitefu-1.1.2.tgz
which,2.0.2,ISC,development,no,sha512-BLI3Tl1TW3Pvl70l3yq3Y64i+awpwXqsGBYWkkqMtnbXgrMD+yj7rhW0kuEDxzJaYXGjEW5ogapKNMEKNMjibA==,https://registry.npmjs.org/which/-/which-2.0.2.tgz
word-wrap,1.2.5,MIT,development,no,sha512-BN22B5eaMMI9UMtjrGd5g5eCYPpCPDUy0FJXbYsaT5zYxjFOckS53SQDE3pWkVoWpHXVb3BrYcEN4Twa55B5cA==,https://registry.npmjs.org/word-wrap/-/word-wrap-1.2.5.tgz
yaml,1.10.3,ISC,development,no,sha512-vIYeF1u3CjlhAFekPPAk2h/Kv4T3mAkMox5OymRiJQB0spDP10LHvt+K7G9Ny6NuuMAb25/6n1qyUjAcGNf/AA==,https://registry.npmjs.org/yaml/-/yaml-1.10.3.tgz
yocto-queue,0.1.0,MIT,development,no,sha512-rVksvsnNCdJ/ohGc6xgPwyN8eheCxsiLM8mxuE/t/mOVqJewPuO1miLpTHQiRgTKCLexL4MeAFVagts7HmNZ2Q==,https://registry.npmjs.org/yocto-queue/-/yocto-queue-0.1.0.tgz
zimmerframe,1.1.4,MIT,development,no,sha512-B58NGBEoc8Y9MWWCQGl/gq9xBCe4IiKM0a2x7GZdQKOW5Exr8S1W24J6OgM1njK8xCRGvAJIL/MxXHf6SkmQKQ==,https://registry.npmjs.org/zimmerframe/-/zimmerframe-1.1.4.tgz
